label,time,d3mIndex
False,2011-09-16 14:30:00,15639.0
False,2011-04-20 09:33:00,12428.0
False,2011-11-30 12:49:00,12824.0
False,2011-12-06 14:29:00,14830.0
False,2012-01-26 14:12:00,15471.0
False,2011-05-07 15:43:00,13046.0
True,2011-01-28 13:38:00,13102.0
False,2011-01-25 15:18:00,17519.0
False,2011-01-27 15:58:00,13984.0
False,2011-03-23 13:36:00,18202.0
False,2011-03-21 11:52:00,16897.0
False,2012-01-10 12:37:00,12984.0
True,2011-09-16 13:05:00,18237.0
False,2011-01-26 10:04:00,17616.0
False,2011-01-20 12:43:00,14729.0
False,2011-01-24 13:49:00,15023.0
False,2012-01-05 12:42:00,17680.0
False,2011-07-16 09:39:00,16369.0
False,2011-02-02 13:27:00,17404.0
False,2011-05-10 10:41:00,14245.0
True,2011-10-29 14:47:00,16362.0
False,2011-09-15 15:20:00,15261.0
False,2011-10-19 12:11:00,12814.0
True,2011-01-27 14:59:00,13077.0
False,2011-06-23 12:29:00,17955.0
False,2011-12-07 17:10:00,14381.0
True,2011-10-22 15:23:00,16173.0
False,2011-10-08 10:56:00,15396.0
False,2011-04-05 12:36:00,13475.0
False,2011-03-11 14:13:00,17771.0
True,2011-03-03 15:44:00,14167.0
False,2011-04-19 10:40:00,15724.0
False,2011-01-28 16:08:00,15211.0
False,2011-05-13 16:23:00,14348.0
False,2011-03-26 14:03:00,15090.0
False,2011-08-30 09:23:00,16174.0
False,2011-02-25 11:51:00,12503.0
False,2011-04-22 12:06:00,15053.0
False,2011-02-24 11:25:00,15841.0
True,2011-07-11 10:47:00,18150.0
False,2011-12-08 09:59:00,17148.0
False,2011-10-15 14:45:00,15074.0
False,2011-01-26 10:47:00,15018.0
False,2011-06-25 17:04:00,13723.0
False,2011-01-25 12:23:00,16898.0
False,2011-12-07 10:02:00,14015.0
True,2011-03-02 13:31:00,12728.0
False,2011-06-29 14:09:00,14591.0
False,2011-04-22 09:41:00,16571.0
True,2011-11-04 13:54:00,17434.0
True,2011-10-27 10:36:00,17573.0
False,2011-10-10 15:54:00,16536.0
True,2011-03-25 10:50:00,16333.0
False,2011-05-18 12:57:00,13803.0
False,2011-01-21 14:47:00,17581.0
True,2011-09-30 09:56:00,15608.0
True,2011-04-15 11:55:00,14231.0
False,2011-08-15 13:04:00,14795.0
False,2011-11-24 10:30:00,15127.0
False,2011-05-19 13:57:00,14272.0
False,2011-03-22 09:05:00,12528.0
False,2011-07-08 17:22:00,13887.0
False,2011-04-01 11:39:00,12561.0
False,2011-05-11 14:24:00,13196.0
True,2011-09-29 10:15:00,13919.0
False,2011-05-19 09:12:00,12456.0
False,2011-04-23 12:46:00,12547.0
False,2011-03-24 14:51:00,12414.0
False,2011-02-26 13:30:00,17707.0
False,2011-04-08 12:21:00,14754.0
False,2011-09-17 10:06:00,18127.0
False,2011-05-25 12:50:00,14535.0
False,2011-07-11 12:49:00,14837.0
False,2012-01-19 14:52:00,17911.0
False,2011-03-29 11:42:00,13334.0
False,2012-01-09 12:30:00,14052.0
False,2011-06-06 11:04:00,15985.0
False,2011-07-29 16:16:00,16113.0
False,2011-02-25 16:12:00,12413.0
False,2011-04-29 13:08:00,15308.0
False,2011-05-16 13:56:00,13357.0
False,2011-04-27 12:49:00,14730.0
False,2011-03-08 11:59:00,17988.0
False,2011-01-20 12:51:00,17572.0
False,2011-07-16 10:52:00,13135.0
False,2011-01-25 15:03:00,14409.0
False,2011-12-08 16:05:00,17350.0
False,2011-05-19 10:50:00,17775.0
False,2011-07-22 14:15:00,14453.0
False,2012-01-03 12:12:00,17538.0
False,2011-07-23 14:24:00,16967.0
False,2011-08-08 14:42:00,13568.0
False,2012-01-09 15:36:00,13832.0
False,2011-03-18 15:02:00,18125.0
False,2011-01-24 12:00:00,15332.0
False,2011-03-01 11:38:00,15326.0
False,2011-11-30 15:03:00,13690.0
False,2011-05-03 11:38:00,13452.0
False,2011-03-02 10:04:00,17742.0
False,2011-05-28 08:20:00,13995.0
False,2011-03-11 15:42:00,16912.0
False,2011-12-19 14:33:00,15054.0
True,2011-04-16 12:40:00,16841.0
False,2011-12-22 13:26:00,13318.0
False,2011-03-05 12:22:00,14175.0
False,2011-02-28 12:03:00,14761.0
False,2011-04-23 13:58:00,14670.0
False,2011-12-02 14:37:00,16773.0
False,2011-03-25 13:29:00,17672.0
False,2011-11-23 12:55:00,13351.0
False,2011-04-06 13:52:00,14346.0
False,2011-09-16 14:08:00,12453.0
True,2011-03-04 10:35:00,15835.0
False,2011-08-08 13:51:00,15334.0
True,2011-04-18 12:41:00,17516.0
False,2011-03-19 15:29:00,17329.0
False,2011-01-27 10:53:00,14032.0
False,2011-01-25 12:59:00,16722.0
False,2011-10-01 16:54:00,14406.0
False,2011-01-20 13:20:00,14237.0
False,2011-06-24 12:13:00,14515.0
False,2011-10-13 14:53:00,16340.0
False,2011-09-28 14:57:00,16053.0
True,2011-03-25 19:32:00,13208.0
False,2011-08-24 13:38:00,16616.0
False,2011-12-26 13:17:00,14174.0
True,2011-04-12 09:09:00,15129.0
True,2011-04-27 09:45:00,15819.0
False,2011-05-13 14:46:00,12408.0
False,2011-07-08 18:21:00,14551.0
False,2011-05-28 13:14:00,17054.0
False,2011-06-03 15:58:00,14154.0
True,2011-11-11 13:51:00,12936.0
True,2011-01-21 10:37:00,12471.0
False,2011-06-02 10:32:00,13740.0
False,2011-06-04 13:16:00,14700.0
False,2011-01-28 12:49:00,13240.0
False,2011-09-09 12:00:00,17694.0
False,2011-08-05 15:49:00,16852.0
False,2011-05-02 11:06:00,16693.0
False,2011-02-04 12:15:00,16743.0
False,2012-01-25 11:30:00,15318.0
False,2011-09-01 15:50:00,14400.0
False,2012-01-05 13:40:00,16204.0
False,2011-02-08 13:58:00,14119.0
True,2011-03-18 12:11:00,16949.0
False,2011-03-24 12:02:00,16156.0
False,2011-04-29 09:41:00,16471.0
True,2011-11-08 10:15:00,16460.0
False,2011-04-16 11:32:00,15712.0
False,2011-04-23 08:43:00,13931.0
False,2011-01-20 09:59:00,16250.0
False,2011-05-27 11:29:00,13950.0
False,2011-02-03 15:45:00,12928.0
False,2011-12-23 18:49:00,17078.0
False,2011-05-12 10:25:00,13239.0
False,2011-09-22 09:59:00,15374.0
False,2011-08-01 11:04:00,14984.0
False,2011-04-18 11:57:00,15951.0
False,2011-07-02 13:15:00,12695.0
False,2011-06-03 15:39:00,13989.0
False,2011-03-18 09:42:00,16496.0
False,2011-03-23 13:47:00,14549.0
False,2011-03-05 12:23:00,18106.0
False,2011-08-17 12:21:00,17391.0
False,2012-01-10 10:22:00,12658.0
False,2011-01-21 11:41:00,16244.0
False,2011-05-09 15:06:00,15445.0
False,2011-05-04 12:11:00,16392.0
False,2011-11-12 15:21:00,15978.0
False,2011-02-03 15:50:00,17980.0
False,2011-05-07 11:24:00,16511.0
False,2011-08-01 13:51:00,17289.0
False,2011-02-26 12:44:00,15139.0
False,2011-12-29 10:48:00,16751.0
False,2011-03-10 15:30:00,14916.0
False,2011-12-10 13:13:00,16311.0
True,2011-09-16 10:09:00,15105.0
False,2012-01-10 14:06:00,18139.0
False,2011-05-16 12:21:00,17625.0
False,2011-11-24 13:58:00,17222.0
True,2011-05-09 14:01:00,13592.0
False,2011-04-16 15:21:00,13973.0
False,2011-03-19 10:40:00,13538.0
True,2011-06-27 15:22:00,13835.0
True,2011-01-20 10:19:00,17511.0
False,2012-01-20 11:20:00,14804.0
False,2011-11-15 12:00:00,13927.0
False,2011-12-26 12:16:00,13727.0
False,2011-12-20 15:01:00,12588.0
False,2011-01-28 14:05:00,17978.0
False,2011-01-20 09:53:00,18074.0
False,2011-10-24 12:00:00,14067.0
False,2011-03-11 09:25:00,14784.0
True,2011-01-25 15:00:00,15194.0
False,2011-12-26 15:20:00,15025.0
False,2011-02-24 10:46:00,12578.0
False,2011-10-31 16:05:00,18215.0
False,2011-09-15 14:21:00,12397.0
False,2011-11-30 14:52:00,12536.0
False,2011-04-05 15:15:00,17571.0
False,2011-08-24 09:31:00,17024.0
False,2011-09-12 15:39:00,14019.0
True,2011-01-20 16:01:00,13777.0
False,2012-01-23 15:18:00,16535.0
False,2012-01-18 12:21:00,14126.0
False,2011-02-07 11:35:00,17913.0
False,2011-10-15 11:54:00,17451.0
False,2011-04-19 14:48:00,14046.0
False,2011-12-05 12:09:00,16243.0
False,2011-01-28 12:13:00,14987.0
False,2012-01-11 14:21:00,13322.0
False,2011-04-08 13:16:00,12654.0
False,2011-06-07 13:46:00,16399.0
False,2011-11-22 10:55:00,13635.0
False,2011-09-06 12:05:00,12589.0
True,2011-01-25 11:42:00,14189.0
False,2011-06-25 11:47:00,17174.0
False,2011-04-26 10:22:00,12614.0
False,2011-05-27 13:11:00,16469.0
False,2011-08-10 13:25:00,12930.0
False,2011-04-26 13:45:00,15026.0
False,2011-05-28 12:42:00,13562.0
False,2011-12-03 14:22:00,17986.0
False,2011-05-27 12:39:00,15800.0
False,2011-11-12 14:05:00,13336.0
True,2011-03-18 14:10:00,14738.0
False,2011-10-21 17:45:00,12739.0
True,2011-07-14 12:44:00,12562.0
False,2011-03-02 10:26:00,16351.0
True,2011-03-10 12:07:00,15606.0
False,2011-08-23 13:19:00,17464.0
True,2011-10-31 11:29:00,14508.0
False,2011-03-24 09:39:00,14457.0
False,2011-07-20 13:50:00,14819.0
False,2011-04-02 15:39:00,13875.0
False,2011-10-24 10:35:00,13434.0
True,2011-11-08 14:23:00,17557.0
False,2011-04-26 13:50:00,16517.0
False,2011-02-05 14:23:00,13033.0
False,2011-01-29 13:48:00,12785.0
False,2011-03-01 11:09:00,16850.0
False,2011-03-12 17:14:00,17889.0
False,2011-10-20 10:40:00,14660.0
True,2011-01-21 15:49:00,16770.0
True,2011-05-25 13:42:00,16170.0
False,2011-11-26 10:22:00,13876.0
True,2011-03-08 11:24:00,15696.0
False,2011-02-26 10:55:00,16473.0
True,2011-03-22 11:25:00,17314.0
True,2011-01-22 12:11:00,17884.0
True,2011-04-29 12:59:00,14064.0
False,2011-05-27 13:45:00,14981.0
False,2011-05-20 11:49:00,14790.0
False,2011-10-05 13:26:00,12641.0
False,2011-06-02 11:04:00,15230.0
True,2011-01-25 13:13:00,14667.0
False,2011-01-20 12:40:00,17951.0
False,2011-06-16 12:35:00,15891.0
False,2011-02-07 12:46:00,12668.0
False,2011-07-20 15:26:00,18204.0
False,2011-03-02 12:11:00,17365.0
False,2011-11-12 14:21:00,14652.0
False,2011-11-01 09:03:00,18158.0
False,2011-02-09 13:03:00,15208.0
False,2011-09-03 10:33:00,14332.0
False,2011-02-24 13:40:00,14653.0
False,2011-01-25 09:21:00,13652.0
False,2011-01-20 11:58:00,13255.0
False,2011-01-21 10:17:00,17017.0
False,2011-06-25 14:01:00,12394.0
False,2011-02-01 09:29:00,13198.0
False,2011-01-24 12:44:00,17211.0
False,2011-06-24 16:31:00,17522.0
False,2012-01-04 16:29:00,17357.0
False,2011-03-02 11:54:00,16034.0
True,2011-04-05 13:21:00,13717.0
False,2011-11-14 15:25:00,13670.0
False,2012-01-26 12:28:00,14087.0
True,2011-01-24 11:40:00,16931.0
True,2011-01-24 12:43:00,16327.0
False,2011-04-05 09:24:00,17667.0
True,2011-09-26 14:33:00,16066.0
False,2011-09-03 12:58:00,17948.0
False,2011-01-21 15:00:00,15732.0
False,2011-04-14 09:09:00,13804.0
False,2011-08-26 15:21:00,13681.0
False,2011-05-26 14:02:00,15201.0
False,2011-05-04 08:52:00,13499.0
False,2011-11-11 14:10:00,16236.0
True,2011-02-08 11:14:00,14099.0
False,2011-09-08 11:07:00,17866.0
False,2011-04-12 13:51:00,12365.0
True,2011-07-30 12:30:00,15411.0
False,2011-03-09 12:05:00,12527.0
True,2011-01-25 09:37:00,17428.0
True,2011-02-03 14:45:00,15641.0
False,2011-11-22 11:26:00,17330.0
False,2011-12-14 13:46:00,13182.0
True,2011-01-24 10:36:00,16033.0
False,2011-01-22 16:44:00,16455.0
True,2011-11-17 10:15:00,16119.0
False,2011-11-30 09:19:00,12772.0
False,2011-03-04 12:10:00,16395.0
True,2011-03-24 12:42:00,16378.0
False,2012-01-14 12:20:00,14966.0
False,2012-01-04 16:08:00,15556.0
False,2011-04-18 14:44:00,13610.0
False,2011-05-13 11:34:00,17698.0
False,2011-02-24 12:09:00,13629.0
False,2011-03-25 10:41:00,12502.0
False,2011-05-26 14:23:00,16031.0
False,2011-07-29 11:46:00,14241.0
False,2011-04-08 12:01:00,15382.0
False,2011-07-21 09:06:00,15124.0
False,2011-03-19 13:27:00,13707.0
False,2011-01-26 08:57:00,15021.0
False,2011-12-28 14:26:00,15043.0
False,2011-02-09 13:49:00,14737.0
False,2011-06-08 11:27:00,13479.0
False,2011-12-19 15:59:00,16190.0
True,2011-11-10 13:33:00,13350.0
False,2011-08-10 12:35:00,17695.0
False,2012-01-11 15:07:00,18249.0
True,2011-04-13 17:13:00,13285.0
False,2011-05-10 08:20:00,14762.0
False,2012-01-17 14:37:00,17359.0
False,2011-12-16 17:48:00,18035.0
False,2011-06-07 12:58:00,16226.0
False,2011-04-02 11:24:00,18087.0
False,2012-01-07 14:52:00,17650.0
False,2011-12-28 12:14:00,16505.0
False,2011-01-31 11:26:00,14577.0
False,2011-04-13 12:40:00,16349.0
False,2011-02-25 12:32:00,13368.0
False,2011-01-22 12:24:00,14083.0
False,2011-01-21 14:40:00,16186.0
False,2011-12-06 10:47:00,16542.0
True,2011-01-26 09:21:00,13963.0
False,2011-03-29 13:15:00,13809.0
False,2011-04-29 09:30:00,13899.0
False,2011-08-26 10:36:00,13291.0
False,2011-12-28 13:31:00,18123.0
False,2011-02-25 18:57:00,13187.0
False,2011-01-21 07:49:00,15694.0
False,2011-11-18 18:30:00,16268.0
False,2011-05-24 13:47:00,17956.0
False,2011-01-28 15:43:00,15329.0
False,2011-01-31 16:14:00,14505.0
False,2012-01-17 10:49:00,14893.0
False,2011-05-17 13:39:00,17749.0
False,2011-12-22 17:09:00,14528.0
True,2011-02-02 12:25:00,18044.0
False,2011-01-28 14:42:00,12649.0
False,2011-10-14 11:09:00,16093.0
False,2011-05-07 08:31:00,15695.0
False,2011-07-12 08:31:00,13339.0
False,2011-11-12 10:26:00,13127.0
True,2011-03-15 11:34:00,17861.0
True,2011-04-27 17:23:00,14507.0
False,2011-04-29 14:14:00,14350.0
False,2011-03-02 08:45:00,13473.0
False,2011-02-08 13:31:00,17621.0
True,2011-06-07 10:04:00,15491.0
False,2011-09-08 10:51:00,12521.0
False,2011-07-18 13:32:00,15897.0
True,2011-02-28 16:11:00,14794.0
False,2011-03-11 13:19:00,16892.0
False,2011-06-24 18:16:00,14393.0
False,2011-09-13 10:19:00,17040.0
False,2011-11-12 13:18:00,14014.0
True,2011-03-12 11:09:00,17504.0
False,2011-11-03 09:31:00,12756.0
False,2012-01-18 08:14:00,15619.0
False,2011-12-28 09:54:00,16732.0
False,2011-01-21 12:09:00,15260.0
False,2011-11-10 15:15:00,14951.0
False,2011-09-05 13:46:00,12833.0
False,2011-02-02 10:43:00,16202.0
False,2011-01-28 19:32:00,13969.0
False,2011-06-09 13:58:00,13485.0
False,2011-01-27 10:11:00,13599.0
True,2011-11-01 13:50:00,16360.0
False,2011-09-10 16:04:00,18262.0
False,2011-05-02 13:46:00,13708.0
False,2011-10-14 10:39:00,14314.0
False,2011-07-01 10:45:00,14681.0
False,2011-03-24 14:36:00,15421.0
False,2011-01-27 12:24:00,15529.0
False,2011-08-11 16:32:00,12379.0
False,2011-05-17 15:10:00,14021.0
True,2011-01-31 11:49:00,17236.0
False,2011-03-05 11:05:00,15213.0
False,2011-11-28 13:28:00,15821.0
True,2011-04-07 14:44:00,17422.0
False,2011-05-11 12:30:00,16135.0
False,2011-02-28 14:03:00,16549.0
False,2011-12-20 09:38:00,13103.0
False,2011-01-21 14:29:00,17547.0
False,2011-09-06 12:26:00,17448.0
False,2011-10-25 11:38:00,15307.0
False,2011-11-04 10:29:00,13518.0
True,2011-06-08 14:36:00,16633.0
True,2011-01-29 10:21:00,16265.0
False,2011-09-17 14:14:00,12981.0
False,2011-10-31 12:45:00,17317.0
False,2011-08-18 10:23:00,13461.0
False,2011-11-30 14:51:00,16171.0
False,2011-02-10 12:47:00,12734.0
False,2011-01-21 10:46:00,14766.0
False,2011-03-24 11:41:00,15226.0
False,2011-01-21 17:36:00,13295.0
False,2011-09-29 15:29:00,15494.0
False,2011-05-10 10:13:00,16384.0
True,2011-05-19 15:38:00,16092.0
False,2011-01-27 13:11:00,13455.0
True,2011-04-30 13:13:00,16652.0
False,2011-05-28 08:25:00,14246.0
True,2011-04-19 15:32:00,15656.0
False,2011-12-30 14:39:00,12617.0
False,2011-07-12 14:59:00,15734.0
False,2011-12-27 11:09:00,14080.0
False,2011-08-12 13:09:00,13300.0
True,2011-10-14 13:46:00,14050.0
False,2011-08-05 16:57:00,15219.0
False,2011-02-01 13:25:00,14565.0
False,2011-03-18 16:43:00,15864.0
True,2011-06-01 12:47:00,12463.0
False,2011-02-26 15:48:00,14672.0
False,2012-01-09 14:40:00,17636.0
False,2011-01-27 12:06:00,16893.0
False,2011-05-07 13:19:00,17921.0
False,2011-07-28 13:00:00,15609.0
False,2011-03-07 11:08:00,13782.0
True,2011-10-19 10:49:00,14096.0
False,2011-11-25 18:08:00,14592.0
False,2011-06-29 15:25:00,12749.0
True,2011-07-25 15:37:00,12449.0
False,2011-04-02 15:12:00,15638.0
True,2011-08-08 13:06:00,17562.0
False,2011-01-20 16:25:00,18229.0
False,2011-08-03 12:47:00,13384.0
False,2011-05-27 10:24:00,12580.0
False,2011-03-23 16:18:00,15940.0
False,2011-10-14 10:25:00,14196.0
False,2011-03-05 09:20:00,12672.0
False,2011-06-25 10:39:00,15668.0
False,2011-08-13 13:35:00,12615.0
True,2011-07-07 11:42:00,16818.0
True,2011-03-18 11:55:00,15910.0
False,2011-05-21 11:20:00,13462.0
False,2011-01-20 12:58:00,14001.0
False,2011-04-05 14:14:00,14644.0
False,2011-06-01 09:35:00,15935.0
True,2011-03-16 12:26:00,18008.0
False,2011-07-23 14:44:00,15405.0
True,2011-11-25 10:45:00,16295.0
True,2011-11-03 14:26:00,13430.0
False,2011-06-02 10:36:00,16454.0
False,2011-02-28 10:43:00,13162.0
False,2011-08-22 13:12:00,17312.0
False,2011-01-27 13:53:00,18269.0
True,2011-06-01 12:02:00,16172.0
False,2011-12-16 13:29:00,16847.0
False,2011-11-23 13:42:00,15739.0
False,2011-08-09 13:27:00,12432.0
False,2011-04-15 13:54:00,17117.0
False,2011-01-29 17:14:00,18016.0
False,2011-03-21 14:03:00,13161.0
False,2012-01-03 13:42:00,17566.0
False,2011-05-19 13:56:00,18108.0
False,2011-11-02 09:17:00,16451.0
True,2011-02-08 13:52:00,17090.0
False,2011-06-23 11:21:00,12886.0
False,2011-04-26 12:26:00,14012.0
False,2011-02-05 11:23:00,12551.0
True,2011-01-24 12:09:00,16353.0
False,2011-01-27 15:17:00,17999.0
False,2011-04-30 14:58:00,14352.0
False,2011-02-04 17:53:00,14643.0
False,2011-11-24 12:02:00,16478.0
False,2012-01-17 13:26:00,12660.0
False,2012-01-17 14:12:00,17806.0
False,2011-09-06 16:57:00,14029.0
False,2011-09-26 12:21:00,17298.0
False,2011-01-21 16:34:00,14031.0
True,2011-01-24 16:24:00,13174.0
False,2011-02-28 15:13:00,15799.0
False,2011-04-15 17:18:00,13851.0
False,2011-04-06 16:27:00,14760.0
False,2011-11-29 14:25:00,15886.0
True,2011-04-13 17:25:00,13184.0
False,2011-10-03 15:33:00,14301.0
False,2011-07-01 10:49:00,14421.0
False,2011-02-01 13:10:00,17799.0
True,2011-01-20 16:24:00,17460.0
True,2011-06-02 11:05:00,15134.0
True,2011-09-02 16:35:00,15839.0
False,2011-12-26 13:53:00,13040.0
True,2011-02-04 13:33:00,17288.0
False,2011-11-04 15:44:00,12995.0
False,2011-11-29 12:30:00,15330.0
True,2011-01-24 11:57:00,12567.0
True,2011-04-22 13:45:00,17416.0
True,2011-11-05 12:54:00,16924.0
True,2011-04-30 11:35:00,12520.0
False,2011-07-11 12:51:00,14682.0
False,2011-02-26 13:13:00,12489.0
False,2011-08-10 14:00:00,12444.0
False,2011-06-08 14:37:00,13101.0
False,2011-10-25 15:20:00,17309.0
False,2011-01-24 13:00:00,15880.0
False,2011-07-29 10:23:00,12406.0
False,2011-07-16 14:48:00,16323.0
False,2011-12-15 09:54:00,12812.0
False,2011-05-09 15:21:00,15452.0
False,2011-02-28 14:28:00,13565.0
False,2011-02-28 11:54:00,15059.0
False,2011-04-07 09:56:00,12455.0
False,2011-04-09 08:47:00,12852.0
True,2011-01-20 14:33:00,12472.0
False,2011-06-09 13:18:00,14626.0
False,2011-01-27 10:35:00,17406.0
False,2011-12-14 12:20:00,16708.0
False,2011-04-14 08:29:00,18151.0
False,2011-11-10 12:50:00,17415.0
False,2011-06-01 16:30:00,13484.0
False,2011-01-27 15:25:00,15347.0
False,2011-05-28 08:24:00,16643.0
True,2011-08-08 15:13:00,16744.0
False,2011-08-05 13:24:00,12816.0
True,2011-01-26 08:42:00,14850.0
False,2011-12-23 13:01:00,16347.0
False,2011-07-01 16:50:00,14000.0
False,2011-09-14 10:13:00,15618.0
False,2011-05-06 12:00:00,14840.0
False,2011-03-23 13:10:00,12373.0
False,2011-02-24 12:32:00,15661.0
False,2011-08-19 12:06:00,12424.0
False,2011-04-11 11:39:00,16466.0
True,2011-11-11 09:33:00,16379.0
False,2012-01-12 17:43:00,16343.0
False,2011-03-16 09:58:00,13158.0
False,2011-07-02 13:52:00,14873.0
True,2011-11-26 09:42:00,15297.0
False,2011-03-24 10:56:00,14411.0
False,2011-12-13 08:59:00,15592.0
False,2011-06-22 13:36:00,15582.0
False,2011-10-31 12:46:00,13372.0
False,2011-03-11 12:23:00,17862.0
False,2011-02-03 16:36:00,13829.0
False,2011-06-02 11:46:00,16309.0
False,2011-01-20 12:23:00,17968.0
False,2011-01-24 15:12:00,15889.0
False,2011-10-08 15:44:00,12968.0
False,2011-01-28 13:57:00,13982.0
False,2011-09-12 12:18:00,16305.0
False,2011-10-07 14:33:00,17736.0
False,2011-01-22 10:44:00,12427.0
True,2011-01-20 09:41:00,14527.0
False,2011-04-02 16:19:00,15406.0
False,2011-08-31 15:29:00,15051.0
False,2011-12-26 16:07:00,12357.0
False,2011-12-19 16:17:00,13607.0
False,2011-07-11 12:51:00,14921.0
True,2011-01-21 10:53:00,15658.0
False,2011-04-29 08:29:00,15632.0
False,2011-01-28 15:34:00,13136.0
False,2011-01-28 16:28:00,16163.0
False,2011-06-07 15:31:00,15508.0
False,2011-02-02 09:50:00,13324.0
False,2011-04-19 13:41:00,16339.0
False,2011-02-09 14:54:00,13487.0
False,2011-01-25 11:26:00,15919.0
False,2011-01-21 14:26:00,16781.0
True,2011-06-23 12:32:00,15128.0
False,2011-01-25 09:52:00,16858.0
False,2011-01-21 13:45:00,15107.0
False,2011-03-29 13:18:00,15407.0
False,2011-07-27 10:44:00,18072.0
False,2011-08-16 12:49:00,14104.0
True,2011-01-24 14:17:00,15867.0
False,2011-11-28 15:24:00,14801.0
False,2011-09-02 11:47:00,15256.0
False,2011-06-29 15:31:00,16320.0
False,2011-01-21 12:33:00,12915.0
False,2011-10-28 11:46:00,13244.0
True,2011-06-10 14:03:00,17630.0
True,2011-01-21 17:05:00,14443.0
False,2011-01-21 13:32:00,17964.0
False,2011-06-06 10:21:00,18213.0
True,2011-11-14 15:35:00,12783.0
False,2011-02-03 13:21:00,17033.0
True,2011-07-05 15:34:00,13456.0
False,2012-01-10 09:51:00,12349.0
True,2011-11-12 11:25:00,15714.0
False,2011-05-05 15:34:00,15030.0
True,2011-01-21 14:42:00,17685.0
False,2011-12-22 12:03:00,15576.0
True,2011-11-29 12:23:00,16688.0
True,2011-02-28 14:02:00,14755.0
False,2011-03-16 10:49:00,14257.0
False,2011-02-04 09:35:00,17001.0
False,2011-03-31 13:37:00,17537.0
False,2011-01-25 15:12:00,13481.0
False,2011-11-25 17:02:00,17453.0
False,2011-02-04 14:17:00,17744.0
False,2011-05-21 14:24:00,13169.0
True,2011-01-20 09:37:00,14688.0
True,2011-01-21 17:17:00,17757.0
False,2011-01-20 11:29:00,16218.0
False,2011-02-04 16:36:00,16271.0
False,2011-07-01 20:03:00,17970.0
False,2011-09-02 09:10:00,14265.0
False,2011-01-25 13:47:00,16658.0
False,2011-11-11 10:47:00,14261.0
False,2011-01-27 14:22:00,13523.0
False,2011-12-30 12:09:00,17791.0
False,2011-02-26 11:49:00,13750.0
False,2011-05-05 12:55:00,13299.0
False,2011-07-22 17:23:00,16529.0
False,2011-02-04 18:01:00,15197.0
False,2011-04-16 16:42:00,13493.0
False,2011-12-22 14:07:00,18104.0
True,2011-01-29 11:23:00,16656.0
False,2011-05-28 11:26:00,18036.0
False,2011-10-24 16:12:00,16629.0
False,2011-01-24 16:10:00,13579.0
True,2011-07-14 13:34:00,12815.0
False,2011-08-17 10:37:00,16545.0
True,2011-08-12 10:20:00,12704.0
False,2011-11-05 13:13:00,15099.0
False,2011-09-17 09:48:00,14143.0
False,2011-03-19 11:27:00,14133.0
False,2012-01-07 12:08:00,18034.0
False,2011-03-08 15:11:00,13929.0
False,2011-06-03 16:41:00,14482.0
False,2011-12-14 15:19:00,16056.0
False,2011-01-21 17:19:00,14625.0
False,2011-05-25 10:45:00,14546.0
False,2011-11-14 11:40:00,16480.0
True,2011-06-03 18:40:00,13811.0
False,2011-12-22 10:16:00,16884.0
False,2012-01-18 09:50:00,15783.0
False,2011-12-29 15:17:00,15986.0
False,2011-05-05 12:42:00,15182.0
True,2011-07-06 14:50:00,16266.0
False,2011-04-28 10:19:00,15071.0
False,2011-10-05 17:06:00,13470.0
True,2011-10-25 09:34:00,18261.0
False,2011-11-07 12:40:00,13566.0
False,2011-11-25 14:37:00,13816.0
False,2011-02-25 15:42:00,13656.0
False,2011-01-20 10:52:00,13448.0
True,2011-07-09 09:24:00,17926.0
False,2011-03-01 12:28:00,13107.0
True,2011-10-11 10:47:00,16201.0
True,2011-01-24 10:03:00,17243.0
False,2011-02-26 10:47:00,16889.0
True,2011-11-01 14:40:00,13704.0
True,2011-10-15 11:40:00,18167.0
False,2011-09-01 11:44:00,13669.0
False,2011-04-23 10:49:00,14447.0
True,2011-01-28 12:20:00,17526.0
False,2011-12-30 17:29:00,17901.0
False,2011-04-25 11:55:00,14499.0
